processed_text,airline_sentiment
not one time thing either shocking pattern repeated neglect disrespect,negative
fingers crossed intact disappointed experience actually saying enjoyed using,negative
incredibly easy fix would rather stay comfort zone get forced mine,negative
july zero excuses date system causes problems like,negative
everyone around us sitting friends family members booked tickets october december bought,negative
not sure talking going nonstop flights sna sfo sfo ewr,negative
moving talk no service,negative
please good weekend,neutral
asked legitimate question systemwide vs localized problems got back unrelate flightd copy paste better,negative
time call need skis go airport get no faith united,negative
see guys amazing one company continually makes mistakes yet fails held accountable error,negative
tourist wonder super tides tide century french k coasts,neutral
yeah sorry always problem united international reputation problems,negative
probably work,neutral
maybe sd ks ia would care hear went whoever listens issues caused,negative
wonder sharing fb insta would produce number 140 characters really limits story telling,negative
telling no number call left airport negligent pilot staff,negative
could email resent not appear arrived,negative
yes please trying get pop newark,neutral
follow order dm come,negative
25 united coupon make broken entertainment system 9 hour flight seriously ridiculousness learncustomerservice,negative
not drop bag overnight leaving week supposed hold bag,negative
dm details still no response book today,negative
know probably no way get cheaper airfare ticket flight leaving hours 🙏,neutral
someone please explain process happens property found plane passengers leave heathrow,neutral
not able dm confirmation number,negative
sent message let know got not twitter literate also really going stuck 18hrs,negative
unhappy no response complaint emailed 2nd feb ref 8441639 awful customer service,negative
dm not work,neutral
private jet would cool not work try,positive
not given option using united travelbank recent flight booking problems help using recouping funds thanks,negative
common keep paper work ready not delay flights 1585 meetings,negative
3659 yul ord,neutral
yep correct got email 12 30 flight cancelled flightled not matter flight atl delayed thanks,negative
1k problem getting fll iah sent dm making connection please let know,negative
done done,neutral
thanks sent,positive
grounded montreal ua3659 missing connection ua3417 st louis help private jet,negative
frustrated nervous,negative
ones make difficult,negative
not child someone issue flying prepares ahead time reduce distress caused planes,negative
get cancelled flightled 10 hours take,negative
always happens guys makes traveling incredibly stressful uncomfortable good business,negative
someone severe anxiety one person help not next,negative
seeking go 2 client b c cannot get need refund filled form not confident works past indication,negative
thnx response bot seems improvement could easily attained 1st class service really worth 50,neutral
unrivalled access california flights 7 uk airports nonstop one stop connections year round,positive
booked award tix thaiairways not seeing conf united flight booking problems get get thai,neutral
luckily made flights time disappointed lack communication,negative
checking see flight 3466 atl ord got cancelled flighted,negative
service far horrid wanted end trip high note guess not option,negative
booked flight home 7 months ago requested seats together fianc e got 2 middle seats unacceptable,negative
guys horrible,negative
thnx info,positive
pay 17 wifi international business ticket pennypincher,negative
ok top things lost luggage could get worse unitedairlines,negative
kudos not cancelled flightling flights dfw morning united usually first panic,positive
luggage broken youcouldntmakethis brokenwheel,negative
flight 587 dfw ord currently time see advisory dfw may affected weather,neutral
maybe one day one quoted,negative
flight delayed no one remembered turn heat flight 559 leaving ord seriously,negative
another awesome new plane flight 1584 extremely nice captain steve connolly,positive
speak real person get resolved politely efficiently 2 2,negative
not filed refund claim told no charge dm disputed bank hence would like 1 2,negative
bags make flight iad second day without clothes pretty inconvenient pretty curious unitedairlines,negative
every united flight saipan guam adventure never know old plane operational,positive
hence asking customer service phone number speak real person get sorted,negative
bags leave washington yet would convenient seeing left day ago unitedairlines lostluggage,negative
flying 1st class one leg chicago not long flight china still able use lounge chicago,neutral
according dms not owed refund please may provided contact number go bank file claim,negative
